Modalidad;actividad;descripcion_actividad;lugar;dirección;calle;altura;barrio ;comuna;fecha_ini;fecha_fin;tipo;tipo_actividad;disciplina;publico_objetivo;se_suspende_por_lluvia;Gratuita;long;lat;Links
Presencial;Taller: Cuerpos en el espacio;Diseñamos vestuarios volumétricos y móviles! Los cuerpos piden movimiento, piden ocupar el espacio. Las respectivas piezas del vestuario se realizarán con los recortes de la obra de Andrea Moccio.;USINA DEL ARTE;CAFFARENA, AGUSTIN R. 1;CAFFARENA, AGUSTIN R.;1.0;BOCA;4;;;Actividad;Formación;Artes Visuales;Niños (4-7);0;Gratuito;-58.35610077291148;-34.62869184391887;17.00
Presencial;Orquesta de sonajeros por Jesica Mara;Invitamos a lxs más chiquitxs a traer sus sonajeros y formar parte de esta gran orquesta musical.;USINA DEL ARTE;CAFFARENA, AGUSTIN R. 1;CAFFARENA, AGUSTIN R.;1.0;BOCA;4;;;Actividad;Ciclo;Música;Primera infancia (0-3);0;Gratuito;-58.35610077291148;-34.62869184391887;16.00
Presencial;Taller de percusión corporal y urbana;El taller propone la investigación de las posibilidades sonoras que nos ofrece nuestro cuerpo y diferentes objetos de la vida cotidiana.;USINA DEL ARTE;CAFFARENA, AGUSTIN R. 1;CAFFARENA, AGUSTIN R.;1.0;BOCA;4;;;Actividad;Formación;Música;Pre-adolescentes (8-12);0;Gratuito;-58.35610077291148;-34.62869184391887;16.30
Presencial;Concierto para miniaturas y juguetes musicales;Un concierto participativo de Pablo Sirianni junto a su guitarra, pequeños instrumentos, máquinas de ritmos y loops .;USINA DEL ARTE;CAFFARENA, AGUSTIN R. 1;CAFFARENA, AGUSTIN R.;1.0;BOCA;4;;;Actividad;Concierto / Recital;Música;Niños (4-7);0;Gratuito;-58.35610077291148;-34.62869184391887;17.00
Presencial;Feria de Mataderos;Feria artesanal y gastronomica;FERIA DE MATADEROS;DE LOS CORRALES AV. 6501;DE LOS CORRALES AV.;6501.0;MATADEROS;9;2021-05-02;2021-05-02;Actividad;Feria;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Gratuito;-58.50016400530544;-34.66255835725045;https://www.buenosaires.gob.ar/cultura/promocion-cultural/noticias/feria-de-mataderos-edicion-verano
Presencial;Feria de Mataderos;Feria artesanal y gastronomica;FERIA DE MATADEROS;DE LOS CORRALES AV. 6501;DE LOS CORRALES AV.;6501.0;MATADEROS;9;2021-05-02;2021-05-02;Actividad;Feria;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Gratuito;-58.5003032013526;-34.6625055448302;https://www.buenosaires.gob.ar/cultura/promocion-cultural/noticias/feria-de-mataderos-edicion-verano
Presencial;Feria de Mataderos;Feria artesanal y gastronomica;FERIA DE MATADEROS;DE LOS CORRALES AV. 6501;DE LOS CORRALES AV.;6501.0;MATADEROS;9;2021-05-09;2021-05-09;Actividad;Feria;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Gratuito;-58.50016400530544;-34.66255835725045;https://www.buenosaires.gob.ar/cultura/promocion-cultural/noticias/feria-de-mataderos-edicion-verano
Presencial;Feria de Mataderos;Feria artesanal y gastronomica;FERIA DE MATADEROS;DE LOS CORRALES AV. 6501;DE LOS CORRALES AV.;6501.0;MATADEROS;9;2021-05-09;2021-05-09;Actividad;Feria;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Gratuito;-58.5003032013526;-34.6625055448302;https://www.buenosaires.gob.ar/cultura/promocion-cultural/noticias/feria-de-mataderos-edicion-verano
Presencial;Feria de Mataderos;Feria artesanal y gastronomica;FERIA DE MATADEROS;DE LOS CORRALES AV. 6501;DE LOS CORRALES AV.;6501.0;MATADEROS;9;2021-05-16;2021-05-16;Actividad;Feria;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Gratuito;-58.50016400530544;-34.66255835725045;https://www.buenosaires.gob.ar/cultura/promocion-cultural/noticias/feria-de-mataderos-edicion-verano
Presencial;Feria de Mataderos;Feria artesanal y gastronomica;FERIA DE MATADEROS;DE LOS CORRALES AV. 6501;DE LOS CORRALES AV.;6501.0;MATADEROS;9;2021-05-16;2021-05-16;Actividad;Feria;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Gratuito;-58.5003032013526;-34.6625055448302;https://www.buenosaires.gob.ar/cultura/promocion-cultural/noticias/feria-de-mataderos-edicion-verano
Presencial;Feria de Mataderos;Feria artesanal y gastronomica;FERIA DE MATADEROS;DE LOS CORRALES AV. 6501;DE LOS CORRALES AV.;6501.0;MATADEROS;9;2021-05-23;2021-05-23;Actividad;Feria;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Gratuito;-58.50016400530544;-34.66255835725045;https://www.buenosaires.gob.ar/cultura/promocion-cultural/noticias/feria-de-mataderos-edicion-verano
Presencial;Feria de Mataderos;Feria artesanal y gastronomica;FERIA DE MATADEROS;DE LOS CORRALES AV. 6501;DE LOS CORRALES AV.;6501.0;MATADEROS;9;2021-05-23;2021-05-23;Actividad;Feria;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Gratuito;-58.5003032013526;-34.6625055448302;https://www.buenosaires.gob.ar/cultura/promocion-cultural/noticias/feria-de-mataderos-edicion-verano
Presencial;Feria de Mataderos;Feria artesanal y gastronomica;FERIA DE MATADEROS;DE LOS CORRALES AV. 6501;DE LOS CORRALES AV.;6501.0;MATADEROS;9;2021-05-30;2021-05-30;Actividad;Feria;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Gratuito;-58.50016400530544;-34.66255835725045;https://www.buenosaires.gob.ar/cultura/promocion-cultural/noticias/feria-de-mataderos-edicion-verano
Presencial;Feria de Mataderos;Feria artesanal y gastronomica;FERIA DE MATADEROS;DE LOS CORRALES AV. 6501;DE LOS CORRALES AV.;6501.0;MATADEROS;9;2021-05-30;2021-05-30;Actividad;Feria;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Gratuito;-58.5003032013526;-34.6625055448302;https://www.buenosaires.gob.ar/cultura/promocion-cultural/noticias/feria-de-mataderos-edicion-verano
Virtual;Mes del Libro: Un mes en la literatura;"Martín Sancia Kawamichi comparte ""Sugøkusë"", de su autoría";;;;;;;2021-05-07;2021-05-07;Actividad;Encuentro;Literatura, Libro y Lectura;Público General;No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar/contenido/5275-mes-del-libro-un-mes-en-la-literatura
Virtual;Mes del Libro: Un mes en la literatura;"Martín Felipe Castagnet lee fragmentos de ""Crónicas Marcianas"", libro de Ray Bradbury";;;;;;;2021-05-14;2021-05-14;Actividad;Encuentro;Literatura, Libro y Lectura;Público General;No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar/contenido/5275-mes-del-libro-un-mes-en-la-literatura
Virtual;Mes del Libro: Un mes en la literatura;"Liliana Cinetto comparte la lectura de ""Amor en la biblioteca"", del libro de su autoría “20 poesías de amor y un cuento desesperado”.";;;;;;;2021-05-21;2021-05-21;Actividad;Encuentro;Literatura, Libro y Lectura;Público General;No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar/contenido/5275-mes-del-libro-un-mes-en-la-literatura
Virtual;Se abren las inscripciones para la Escuela de Circo Integral Infantil;Formación integral en las artes del circo y sus disciplinas: malabares (construcción de elementos, introducción a las técnicas de pelotas, pois y devil stick), preparación física (acrobacia de piso y aérea), danza (desarrollo de la plasticidad en movimiento) y juegos teatrales (abordaje expresivo a través de lo lúdico).;;;;;;;2021-05-03;2021-05-14;Actividad;Formación;Otros;Pre-adolescentes (8-12);No;Gratuito;;;
Virtual;Se abren las inscripciones para la Escuela de Circo Integral para jovenes y adultos;Formación integral en las artes del circo y sus disciplinas: malabares (técnicas de pelotas y clavas), preparación física (acrobacia de piso y aérea), teatro (la expresividad a través de las herramientas teatrales) e introducción a la anatomía para el movimiento (conocimientos teóricos básicos del cuerpo humano) También habrá conversatorios con referentes del circo nacional.;;;;;;;2021-05-03;2021-05-14;Actividad;Formación;Otros;Público General;No;Gratuito;;;
Virtual;Convocatoria para participar de la Agrupación Coral Porteña;"Ensayos digitales e interactivos recorriendo repertorios de la música popular argentina y latinoamericana, con ejercicios de respiración, relajación y técnica vocal. Además se realizarán conciertos corales virtuales, con registro de las obras aprendidas.
*El primer encuentro consiste en una audición.";;;;;;;2021-05-03;2021-05-31;Actividad;Encuentro;Música;Público General;No;Gratuito;;;
Virtual;"Inscriopciones abiertas: 
Música académica argentina /
Curso de transcripciones y ediciones críticas para interpretación y estudio";Abrimos las inscipciones para el curso virtual dirigido a estudiantes avanzados o egresados de las carreras de composición o dirección orquestal (o con comprobables conocimientos / experiencia). Tiene por objetivo  desarrollar los procesos necesarios para la transcripción y posterior publicación de ediciones críticas para interpretación y estudio de música argentina —con especial enfoque en música académica pero incluyendo también músicas populares.;;;;;;;2021-05-03;2021-05-30;Actividad;Formación;Música;Público General;No;Gratuito;;;en desarrollo
Virtual;PALEONTOLOGÍA EN LA CIUDAD DE BUENOS AIRES;Actividad realizada en conjunto con el Centro Cultural Lola Mora a través de  la Gerencia Operativa de Promoción Sociocultural, para la Dirección General de Promoción  del Libro, Bibliotecas y la Cultura Subsecretaría de Gestión Cultural.;;;;;;;2021-05-17;2021-05-17;Actividad;Encuentro;Patrimonio Material;Público General;No;Gratuito;;;
Presencial;Workshop de Fileteado digital;"workshop de fileteado digital, se realiza con la org.  Puerta 18 y Gustavo Ferrari fileteador reconocido del rubro. 

";BIBLIOTECA PARQUE DE LA ESTACIÓN;PERON, JUAN DOMINGO, TTE. GENERAL 3326;PERON, JUAN DOMINGO, TTE. GENERAL;3326.0;BALVANERA;3;2021-05-21;2021-05-21;Convocatoria;Formación;Cultura Tradicional Popular y Patrimonio Inmaterial;Jóvenes (13-21);No;Gratuito;-58.41326520938451;-34.60751144334885;
Presencial;Workshop de Fileteado digital;"workshop de fileteado digital, se realiza con la org.  Puerta 18 y Gustavo Ferrari fileteador reconocido del rubro. 

";BIBLIOTECA PARQUE DE LA ESTACIÓN;PERON, JUAN DOMINGO, TTE. GENERAL 3326;PERON, JUAN DOMINGO, TTE. GENERAL;3326.0;BALVANERA;3;2021-05-28;2021-05-28;Convocatoria;Formación;Cultura Tradicional Popular y Patrimonio Inmaterial;Jóvenes (13-21);No;Gratuito;-58.41326520938451;-34.60751144334885;
Presencial;Una obra más real que la del mundo;Una obra más real que la del mundo es una invitación a transitar una caminata a la deriva por el Sexto Panteón, la monumental obra que diseñó Itala Fulvia en el pulmón del Cementerio de Chacarita de Buenos Aires. Seremos una comunidad circunstancial en expedición hacia ninguna parte. Un grupo de actores oficiarán de guías erráticos entre las galerías de este laberinto oculto en el corazón de la República de Chacarita.;CEMENTERIO CHACARITA;GUZMAN AV. 680;GUZMAN AV.;680.0;CHACARITA;15;2021-05-01;2021-05-01;Actividad;Visita / Recorrido;Artes Escénicas;Público General;0;Gratuito;-58.4551824661208;-34.58739419781683;
Virtual;ALFA 1 y 2;Se estrena, ALFA 1 y 2 ,se va a transmitir por Vivamos Cultura;vivamos cultura;;;;;;2021-05-13;2021-06-13;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Gratuito;;;
Virtual;Laura Migliorisi;Un concierto íntimo, para compartir y vincularte con tu bebe desde el abrazo, el juego, elcanto. Canciones para bailar, cantar, para arrullar, hamacar, para acunar.;zoom;;;;;;2021-05-02;2021-05-02;Actividad;Ciclo;Música;Primera infancia (0-3);No;Gratuito;;;https://www.buenosaires.gob.ar/usinadelarte
Virtual;Vale Acevedo + Cecilia y el Señor Vinilo;Este ciclo presenta a artistas emergentes que rinden homenaje a las grandes pioneras con la inclusión de canciones clásicas dentro de su repertorio.;vivamos cultura;;;;;;2021-05-06;2021-05-06;Actividad;Ciclo;Música;Público General;No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar/
Virtual;Encuentro 1  - Intercambio de experiencias culturales novedosas para la niñez en contexto pandemia.;Encuentros de capacitación online dirigido a toda persona del sector artístico infantil que quiera profundizar sus conocimientos sobre el mundo cultural de lxs chicxs y adquirir herramientas vinculadas a la gestión cultural infantil.;zoom;;;;;;2021-05-12;2021-05-12;Actividad;Ciclo;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Gratuito;;;https://www.buenosaires.gob.ar/usinadelarte
Virtual;Reviví [22] BAFICI 2021;Estreno de 1 corto por semana.;vivamos cultura;;;;;;2021-05-13;2021-05-13;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar/
Virtual;La máquina de hacer canciones;Una banda de rock tiene que componer una canción única, original e irrepetible, si quieren participar de un concurso que los haga famosos.;vivamos cultura;;;;;;2021-05-16;2021-05-16;Actividad;Ciclo;Música;Niños (4-7);No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar/
Virtual;Inspiradoras, mujeres que reflexionan: Danza Contemporánea - Presentación;Dejar de pensar en formadoras para hablar de inspiradoras que busquen una transformación en otras mujeres. En esta oportunidad, Romina Pedroli y Susana Szperling, nos invitan a reflexionar sobre la inspiración.;instagram live;;;;;;2021-05-17;2021-04-17;Actividad;Encuentro;Artes Escénicas;Público General;No;Gratuito;;;https://www.instagram.com/festivalesgcba
Virtual;Inspiradoras, mujeres que reflexionan: Danza Contemporánea - Encuentro 1;Dejar de pensar en formadoras para hablar de inspiradoras que busquen una transformación en otras mujeres. En esta oportunidad, Romina Pedroli y Susana Szperling, nos invitan a reflexionar sobre la inspiración.;zoom;;;;;;2021-05-18;2021-05-18;Actividad;Encuentro;Artes Escénicas;Público General;No;Gratuito;;;https://www.buenosaires.gob.ar/festivalesba/noticias/sumate-los-nuevos-encuentros-de-inspiradoras-mujeres-que-reflexionan
Virtual;Encuentro 2 - Encuentro de managers para artistas infantiles;Encuentros de capacitación online dirigido a toda persona del sector artístico infantil que quiera profundizar sus conocimientos sobre el mundo cultural de lxs chicxs y adquirir herramientas vinculadas a la gestión cultural infantil.;zoom;;;;;;2021-05-19;2021-05-19;Actividad;Ciclo;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Gratuito;;;https://www.buenosaires.gob.ar/usinadelarte
Virtual;Inspiradoras, mujeres que reflexionan: Danza Contemporánea - Encuentro 2;Dejar de pensar en formadoras para hablar de inspiradoras que busquen una transformación en otras mujeres. En esta oportunidad, Romina Pedroli y Susana Szperling, nos invitan a reflexionar sobre la inspiración.;zoom;;;;;;2021-05-20;2021-05-20;Actividad;Encuentro;Artes Escénicas;Público General;No;Gratuito;;;https://www.buenosaires.gob.ar/festivalesba/noticias/sumate-los-nuevos-encuentros-de-inspiradoras-mujeres-que-reflexionan
Virtual;Grandes cortos de BAFICI - Primera entrega;Estreno de 1 corto por semana.;vivamos cultura;;;;;;2021-05-20;2021-05-27;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar/
Virtual;"Presencia de mujeres en la música electrónica. 
Visibilización de realizadoras y panorama regional de la escena.";Un ciclo de charlas y encuentros virtuales sobre la  visibilidad de las mujeres en la música electrónica y sus experiencias desde la cabina. Ibiza Pareo, She Teiks, Sol Ortega y Cazabeats.;zoom;;;;;;2021-05-20;2021-05-20;Actividad;Ciclo;Música;Público General;No;Gratuito;;;https://www.buenosaires.gob.ar/usinadelarte
Virtual;Estreno ciclo Cocina itinerante con Juliana;Tamales en versión regional - Una receta con mucha historia e ingredientes locales nobles como el maíz. Tipos de rellenos, métodos de cocción y presentaciones.;vivamos cultura;;;;;;2021-05-22;2021-05-22;Actividad;Ciclo;Gastronomía;Público General;No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar/
Virtual;Rock entre libros en la Librería de Ávila;Una de las 12 bandas seleccionadas en la #ExperienciaEmergente reversionando clásicos e interviniendo los rincones de la primera librería de la Ciudad, ubicada en el Casco Histórico.;vivamos cultura;;;;;;2021-05-22;2021-05-22;Actividad;Función / Exhibición;Música;Público General;No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar/
Virtual;De guitarras y antigüedades;Las Bordonas intervendrá un anticuario del Casco Histórico con el sonido de las guitarras criollas junto a su repertorio inolvidable de los años 20 y 30.;vivamos cultura;;;;;;2021-05-23;2021-05-23;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar/
Virtual;Luvi Torres & Rumbo Tumba;Dos artistas nos invitan a disfrutar de un viaje sensorial atravesando paisajes naturales.;vivamos cultura;;;;;;2021-05-24;2021-05-24;Actividad;Función / Exhibición;Música;Público General;No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar/
Virtual;Cielo Arriba;Canciones y ritmos folclóricos tradicionales de Argentina y Latinoamérica, se enlazan y ofrecen un contacto con lo mejor del repertorio tradicional junto a creaciones propias.;vivamos cultura;;;;;;2021-05-25;2021-05-25;Actividad;Ciclo;Música;Niños (4-7);No;Gratuito;;;https://vivamoscultura.buenosaires.gob.ar/
Virtual;Experimento Cocina Edición Patria;En esta oportunidad nos conectamos con las diferentes culturas gastronómicas regionales e invitamos a todxs los chicxs del país a conectarse para cocinar junto a Juliana López May y Rodrigo Mattera en vivo. Da la bienvenida a lxs niñxs el Mago Kaphu.;zoom;;;;;;2021-05-25;2021-05-25;Actividad;Formación;Gastronomía;Público General;No;Gratuito;;;https://www.buenosaires.gob.ar/usinadelarte
