Modalidad;actividad;descripcion_actividad;lugar;dirección;calle;altura;barrio ;comuna;fecha_ini;fecha_fin;tipo;tipo_actividad;disciplina;publico_objetivo;se_suspende_por_lluvia;Gratuita;long;lat;Links
Presencial;"""Siglo de Oro Trans""";Versión libre de Don Gil de las calzas verdes, de Gonzalo Demaría, con Payuca, Monina Bonelli, Maiamar Abrodos y elenco;TEATRO REGIO;CORDOBA AV. 6056;CORDOBA AV.;6056.0;CHACARITA;15;2021-04-30;2021-04-30;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.44578946527589;-34.58418382142833;
Presencial;"""¡Recital Olímpico!""";Segundo proyecto en colaboración de las autoras y directoras Camila Fabbri y Eugenia Pérez Tomas, que continúan la indagación en biografías como punto de partida para la ficción;TEATRO SARMIENTO;SARMIENTO AV. 2715;SARMIENTO AV.;2715.0;PALERMO;14;2021-04-30;2021-04-30;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.4189177254148;-34.57921411150617;
Presencial;Interior;Por Monomujer, teatro para un espectador. Funciones cada 15 minutos.;CENTRO CULTURAL GENERAL SAN MARTIN;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-04-03;2021-04-03;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.38858571182652;-34.60537062755823;elculturalsanmartin.ar
Presencial;3003 El futuro es hoy;Dirigida por Alejandro Rubio. Obra que tiene como objetivo generar conciencia respecto a la crisis climática;CENTRO CULTURAL GENERAL SAN MARTIN;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-04-03;2021-04-03;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.38858571182652;-34.60537062755823;elculturalsanmartin.ar
Presencial;Perritos de porcelana;Dirigida por LosPipis Teatro.;CENTRO CULTURAL GENERAL SAN MARTIN;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-04-04;2021-04-04;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.38858571182652;-34.60537062755823;elculturalsanmartin.ar
Presencial;Blanco Teta / Sr Woman;Sr. Woman es la banda que se desprende de la performance Sr. Woman en Lady Ray Van Ring y la banda sonora del film Sr. Woman —recientemente estrenado en el BAFICI—. Ambas piezas fueron dirigidas y escritas por Wo Portillo del Rayo.;CENTRO CULTURAL GENERAL SAN MARTIN;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-04-08;2021-04-08;Actividad;Concierto / Recital;Música;Público General;No;Pago;-58.38858571182652;-34.60537062755823;elculturalsanmartin.ar
Presencial;Festival Maia;"El Festival Maia es un evento anual que reúne speakers
y artistas de todo el mundo, que presenta expresiones
artísticas en diferentes locaciones emblemáticas de la
Ciudad de Buenos Aires.";CENTRO CULTURAL GENERAL SAN MARTIN;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-04-09;2021-04-09;Actividad;Función / Exhibición;Música;Público General;No;Gratuito;-58.38858571182652;-34.60537062755823;elculturalsanmartin.ar
Presencial;¿Cuántas son muchas?;Dirigida por Valeria Lorca y basada en el libro de Humberto Robles, Mujeres de Arena.;CENTRO CULTURAL GENERAL SAN MARTIN;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-04-09;2021-04-09;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.38858571182652;-34.60537062755823;elculturalsanmartin.ar
Presencial;Freakshow, feria de fenómenos y rock;Show musical por Panceta y los papafritas.;CENTRO CULTURAL GENERAL SAN MARTIN;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-04-10;2021-04-10;Actividad;Concierto / Recital;Música;Niños (4-7);No;Pago;-58.38858571182652;-34.60537062755823;elculturalsanmartin.ar
Presencial;3003 El futuro es hoy;Dirigida por Alejandro Rubio. Obra que tiene como objetivo generar conciencia respecto a la crisis climática;CENTRO CULTURAL GENERAL SAN MARTIN;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-04-10;2021-04-10;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.38858571182652;-34.60537062755823;elculturalsanmartin.ar
Presencial;Perritos de porcelana;Dirigida por LosPipis Teatro.;CENTRO CULTURAL GENERAL SAN MARTIN;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-04-11;2021-04-11;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.38858571182652;-34.60537062755823;elculturalsanmartin.ar
Presencial;4 cuerpos sobre un piano;"Cuatro bailarines y una pianista, en vivo, apuestan a los
cuerpos interpretando música y dan vida a un evento que transita desde lo intimista a lo visceral durante 45 minutos.";CENTRO CULTURAL GENERAL SAN MARTIN;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-04-15;2021-04-15;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Gratuito;-58.38858571182652;-34.60537062755823;elculturalsanmartin.ar
Presencial;¿Cuántas son muchas?;Dirigida por Valeria Lorca y basada en el libro de Humberto Robles, Mujeres de Arena.;CENTRO CULTURAL GENERAL SAN MARTIN;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-04-16;2021-04-16;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.38858571182652;-34.60537062755823;elculturalsanmartin.ar
Presencial;3003 El futuro es hoy;Dirigida por Alejandro Rubio. Obra que tiene como objetivo generar conciencia respecto a la crisis climática;CENTRO CULTURAL GENERAL SAN MARTIN;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-04-17;2021-04-17;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.38858571182652;-34.60537062755823;elculturalsanmartin.ar
Presencial;Perritos de porcelana;Dirigida por LosPipis Teatro.;CENTRO CULTURAL GENERAL SAN MARTIN;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-04-18;2021-04-18;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.38858571182652;-34.60537062755823;elculturalsanmartin.ar
Presencial;"CriptoArtDa
y:
Arte&Block
chain";"CypherBA, primer evento de arte&blockchain en Buenos
Aires, explora los múltiples niveles de conexión entre el
arte y la tecnología cripto.";CENTRO CULTURAL GENERAL SAN MARTIN;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-04-22;2021-04-22;Actividad;Exposición;Artes Visuales;Público General;No;Gratuito;-58.38858571182652;-34.60537062755823;elculturalsanmartin.ar
Presencial;¿Cuántas son muchas?;Dirigida por Valeria Lorca y basada en el libro de Humberto Robles, Mujeres de Arena.;CENTRO CULTURAL GENERAL SAN MARTIN;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-04-23;2021-04-23;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.38858571182652;-34.60537062755823;elculturalsanmartin.ar
Presencial;3003 El futuro es hoy;Dirigida por Alejandro Rubio. Obra que tiene como objetivo generar conciencia respecto a la crisis climática;CENTRO CULTURAL GENERAL SAN MARTIN;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-04-24;2021-04-24;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.38858571182652;-34.60537062755823;elculturalsanmartin.ar
Presencial;Perritos de porcelana;Dirigida por LosPipis Teatro.;CENTRO CULTURAL GENERAL SAN MARTIN;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-04-25;2021-04-25;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.38858571182652;-34.60537062755823;elculturalsanmartin.ar
Presencial;The Steaming Strummers - Classic Jazz & Swing;Vuelve Jazzología, el ciclo coordinado por Carlos Inzillo en su edición n° 37.;CENTRO CULTURAL GENERAL SAN MARTIN;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-04-27;2021-04-27;Actividad;Concierto / Recital;Música;Público General;No;Gratuito;-58.38858571182652;-34.60537062755823;elculturalsanmartin.ar
Presencial;¿Cuántas son muchas?;Dirigida por Valeria Lorca y basada en el libro de Humberto Robles, Mujeres de Arena.;CENTRO CULTURAL GENERAL SAN MARTIN;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-04-30;2021-04-30;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.38858571182652;-34.60537062755823;elculturalsanmartin.ar
Presencial;Mariu Fernández en concierto;Show musical por Mariu Fernández.;CENTRO CULTURAL GENERAL SAN MARTIN;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-04-30;2021-04-30;Actividad;Concierto / Recital;Música;Público General;No;Pago;-58.38858571182652;-34.60537062755823;http://elculturalsanmartin.org/
Virtual;Gira Audiovisual: Tierra del Fuego;BA Audiovisual recorre la Argentina con un ciclo de obras audiovisuales dedicado al talento de las provincias del país. cade mes contenidos de una provincia diferente. En abril: Tierra del Fuego.;vivamos cultura;-;;;;;2021-04-01;2021-04-30;Actividad;Ciclo;Cine y Audiovisual;Público General;No;Gratuito;;;https://www.buenosaires.gob.ar/cultura/impulso-cultural/noticias/gira-audiovisual-proxima-parada-tierra-del-fuego
Presencial;Ciclo Bello Abril;"Bello Abril en la Comuna 15. Nuevo Ciclo de cine impulsado por BA Audiovisual y la Comuna 15. Se proyectarán películas argentinas de diferentes directores. Con el fin de acercar nuevas actividades y seguir fomentando el reencuentro con los vecinos de la Ciudad.
";club Comunicaciones;AV SAN MARTÍN 5125;AV SAN MARTÍN;5125.0;AGRONOMIA;15;2021-04-01;2021-04-30;Actividad;Ciclo;Cine y Audiovisual;Público General;0;Gratuito;-58.4897910952711;-34.5971743889773;[Aún no disponible]
Virtual;Inscripciones cursos Programa Superior en Negocios Audiovisuales;"Cursos gratuitos orientados a la formación de profesionales en diversas áreas del sector audiovisual. Las capacitaciones  son brindadas por destacados especialistas y referentes del área, que colaboran con el abordaje de distintas problemáticas vinculadas a la producción y comercialización de largometrajes (de ficción, de animación o documentales), contenidos de televisión y publicidad.

";plataforma zoom;-;;;;;2021-04-05;2021-04-24;Actividad;Formación;Cine y Audiovisual;Público General;No;Gratuito;;;[Aún no disponible]
Virtual;Convocatoria Fondo Metropolitano;Convocatoria a subsidios del Fondo Metropolitano, financia de manera total o parcial, proyectos/actividades vinculados a las artes, las ciencias y la infraestructura cultural.;-;-;;;;;;;Actividad;;Mixto;Público General;No;Gratuito;;;[Aún no disponible]
Virtual;Convocatoria Mecenazgo;Convocatoria del programa de financiamiento Mecenazgo,  que permite el desarrollo de proyectos artístico y/o culturales a través del aporte de contribuyentes de Ingresos Brutos, comprometidos con la cultura  de la Ciudad.;-;-;;;;;;;Actividad;;Mixto;Público General;No;Gratuito;;;[Aún no disponible]
Presencial;Festival Vecine: proyección SILVIA PRIETO;El Festival de Cine de Villa Crespo presenta como parte de su segunda edición una proyección especial de la copia restaurada de la película de #MartínRejtman. La función presencial es un homenaje a #RosarioBléfari y contará con la participación del elenco y el equipo técnico de la película y Nina Suárez, hija de Rosario. El festival cuenta con el apoyo de Impulso Cultural a través de Mecenazgo y BA Audiovisual.;ANFITEATRO PARQUE CENTENARIO;MARECHAL, LEOPOLDO 1022;MARECHAL, LEOPOLDO;1022.0;CABALLITO;6;2021-04-10;2021-04-10;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;0;Gratuito;-58.43893021462964;-34.60616097645172;clicvillacrespo.com/vecine
Presencial;"Alberto Greco
¡Qué grande sos!";Apertura de la exposición Alberto Greco: ¡Qué grande sos!;MUSEO DE ARTE MODERNO DE BUENOS AIRES;SAN JUAN AV. 350;SAN JUAN AV.;350.0;SAN TELMO;1;2021-04-08;2021-04-08;Actividad;Exposición;Artes Visuales;Público General;No;Pago;-58.37072693724759;-34.62189196536009;
Presencial;Un viaje extraordinario;Consejo de los niños y las niñas del Moderno;MUSEO DE ARTE MODERNO DE BUENOS AIRES;SAN JUAN AV. 350;SAN JUAN AV.;350.0;SAN TELMO;1;2021-04-03;2021-04-17;Actividad;Ciclo;Artes Visuales;Pre-adolescentes (8-12);No;Gratuito;-58.37072693724759;-34.62189196536009;https://museomoderno.org/agenda/un-viaje-extraordinario/
Híbrido;Puntos de fuga;Puntos de fuga es el primer taller anual para jóvenes y adultos que ofrece el Museo de Arte Moderno de Buenos Aires. A lo largo de un año vamos a explorar las exhibiciones del museo, a sus artistas y diversas prácticas artísticas contemporáneas que nos rodean.;museo moderno;Av. San Juan 350;;;;1;2021-04-09;2021-04-09;Formación;Formación;Artes Visuales;Público General;No;Gratuito;-58.37072693724759;-34.62189196536009;https://museomoderno.org/agenda/puntos-de-fuga/
Presencial;Círculos abiertos;A partir de la exhibición Alberto Greco: ¡Qué grande sos! vamos a analizar la figura del círculo en la obra de Alberto Greco, desde su composición como figura geométrica hasta sus valores simbólicos y su relevancia en las artes visuales.;MUSEO DE ARTE MODERNO DE BUENOS AIRES;SAN JUAN AV. 350;SAN JUAN AV.;350.0;SAN TELMO;1;2021-04-10;2021-04-10;Formación;Formación;Artes Visuales;Público General;No;Gratuito;-58.37072693724759;-34.62189196536009;https://museomoderno.org/agenda/circulos-abiertos/
Presencial;Círculos abiertos;A partir de la exhibición Alberto Greco: ¡Qué grande sos! vamos a analizar la figura del círculo en la obra de Alberto Greco, desde su composición como figura geométrica hasta sus valores simbólicos y su relevancia en las artes visuales.;MUSEO DE ARTE MODERNO DE BUENOS AIRES;SAN JUAN AV. 350;SAN JUAN AV.;350.0;SAN TELMO;1;2021-04-24;2021-04-24;Formación;Formación;Artes Visuales;Público General;No;Gratuito;-58.37072693724759;-34.62189196536009;https://museomoderno.org/agenda/circulos-abiertos/
Virtual;Caleidoscopio;Caleidoscopio es el taller anual del Museo Moderno para toda la familia que propone un encuentro con las exhibiciones del museo desde una mirada lúdica y participativa. Vamos a generar un espacio de trabajo colectivo para incentivar, promover y motivar la creación artística de toda la familia.;museo moderno;Av. San Juan 350;;;;1;2021-04-10;2021-04-10;Formación;Formación;Artes Visuales;Niños (4-7);No;Gratuito;-58.37072693724759;-34.62189196536009;https://museomoderno.org/agenda/caleidoscopio/
Presencial;Vivo San Telmo;Taller de dibujo al aire libre;MUSEO DE ARTE MODERNO DE BUENOS AIRES;SAN JUAN AV. 350;SAN JUAN AV.;350.0;SAN TELMO;1;2021-04-17;2021-04-17;Formación;Formación;Artes Visuales;Pre-adolescentes (8-12);No;Gratuito;-58.37072693724759;-34.62189196536009;https://museomoderno.org/agenda/vivo-san-telmo-vivo/
Presencial;Una obra más real que la del mundo;Una obra más real que la del mundo es una invitación a transitar una caminata a la deriva por el Sexto Panteón, la monumental obra que diseñó Itala Fulvia en el pulmón del Cementerio de Chacarita de Buenos Aires. Seremos una comunidad circunstancial en expedición hacia ninguna parte. Un grupo de actores oficiarán de guías erráticos entre las galerías de este laberinto oculto en el corazón de la República de Chacarita. Arquitectura brutalista, infiltraciones de la naturaleza, fantasmas de la historia, aserrín con gasoil, filosofía urbana, tierras en litigio, rituales funerarios, existencialismo municipal. Una obra más real que la del mundo será una experiencia liminal entre las ficciones de la muerte y la realidad de nuestros cuerpos. Una obra para hablar de lo que no se habla, para mirar lo que no se mira, o simplemente aceptar lo que a todxs nos espera.;CEMENTERIO CHACARITA;GUZMAN AV. 680;GUZMAN AV.;680.0;CHACARITA;15;2021-04-03;2021-04-03;Actividad;Visita / Recorrido;Artes Escénicas;Público General;0;Gratuito;-58.4551824661208;-34.58739419781683;
Presencial;Una obra más real que la del mundo;Una obra más real que la del mundo es una invitación a transitar una caminata a la deriva por el Sexto Panteón, la monumental obra que diseñó Itala Fulvia en el pulmón del Cementerio de Chacarita de Buenos Aires. Seremos una comunidad circunstancial en expedición hacia ninguna parte. Un grupo de actores oficiarán de guías erráticos entre las galerías de este laberinto oculto en el corazón de la República de Chacarita. Arquitectura brutalista, infiltraciones de la naturaleza, fantasmas de la historia, aserrín con gasoil, filosofía urbana, tierras en litigio, rituales funerarios, existencialismo municipal. Una obra más real que la del mundo será una experiencia liminal entre las ficciones de la muerte y la realidad de nuestros cuerpos. Una obra para hablar de lo que no se habla, para mirar lo que no se mira, o simplemente aceptar lo que a todxs nos espera.;CEMENTERIO CHACARITA;GUZMAN AV. 680;GUZMAN AV.;680.0;CHACARITA;15;2021-04-10;2021-04-10;Actividad;Visita / Recorrido;Artes Escénicas;Público General;0;Gratuito;-58.4551824661208;-34.58739419781683;
Presencial;Una obra más real que la del mundo;Una obra más real que la del mundo es una invitación a transitar una caminata a la deriva por el Sexto Panteón, la monumental obra que diseñó Itala Fulvia en el pulmón del Cementerio de Chacarita de Buenos Aires. Seremos una comunidad circunstancial en expedición hacia ninguna parte. Un grupo de actores oficiarán de guías erráticos entre las galerías de este laberinto oculto en el corazón de la República de Chacarita. Arquitectura brutalista, infiltraciones de la naturaleza, fantasmas de la historia, aserrín con gasoil, filosofía urbana, tierras en litigio, rituales funerarios, existencialismo municipal. Una obra más real que la del mundo será una experiencia liminal entre las ficciones de la muerte y la realidad de nuestros cuerpos. Una obra para hablar de lo que no se habla, para mirar lo que no se mira, o simplemente aceptar lo que a todxs nos espera.;CEMENTERIO CHACARITA;GUZMAN AV. 680;GUZMAN AV.;680.0;CHACARITA;15;2021-04-17;2021-04-17;Actividad;Visita / Recorrido;Artes Escénicas;Público General;0;Gratuito;-58.4551824661208;-34.58739419781683;
Presencial;Una obra más real que la del mundo;Una obra más real que la del mundo es una invitación a transitar una caminata a la deriva por el Sexto Panteón, la monumental obra que diseñó Itala Fulvia en el pulmón del Cementerio de Chacarita de Buenos Aires. Seremos una comunidad circunstancial en expedición hacia ninguna parte. Un grupo de actores oficiarán de guías erráticos entre las galerías de este laberinto oculto en el corazón de la República de Chacarita. Arquitectura brutalista, infiltraciones de la naturaleza, fantasmas de la historia, aserrín con gasoil, filosofía urbana, tierras en litigio, rituales funerarios, existencialismo municipal. Una obra más real que la del mundo será una experiencia liminal entre las ficciones de la muerte y la realidad de nuestros cuerpos. Una obra para hablar de lo que no se habla, para mirar lo que no se mira, o simplemente aceptar lo que a todxs nos espera.;CEMENTERIO CHACARITA;GUZMAN AV. 680;GUZMAN AV.;680.0;CHACARITA;15;2021-04-24;2021-04-24;Actividad;Visita / Recorrido;Artes Escénicas;Público General;0;Gratuito;-58.4551824661208;-34.58739419781683;
Virtual;Diseño Participativo;Diálogos en el Abasto es una iniciativa conjunta entre la Gerencia Operativa de Patrimonio del Ministerio de Cultura de la Ciudad, organizaciones barriales, espacios culturales independientes, y vecinos que trabajan en la salvaguarda del patrimonio cultural barrial.;bar marsella (barcelona) y bar roma de (buenos aires);Carrer de Sant Pau, 65, 08001 Barcelona, España - Bar Roma tomás de anchorena 806. Bs.AS.;;;;5;2021-04-09;2021-04-09;Actividad;Encuentro;Patrimonio Material;Público General;No;Gratuito;-58.40872592880847;-34.59939714234655;https://www.instagram.com/patrimonioba/?hl=es-la
Virtual;Día internacional del pueblo gitano;El Día Internacional del Pueblo Gitano se conmemora el 8 de abril. Esta fecha recuerda el Primer Congreso Mundial romaní/gitano celebrado en Londres el 8 de abril de 1971 en el que se instituyó la bandera y el himno gitano.;;;;;;;2021-04-08;2021-04-08;Actividad;Ciclo;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Gratuito;;;https://www.instagram.com/patrimonioba/?hl=es-la
Presencial;Ciclo de música en Bares Notables;Música en Bares Notables, ciclo de artísticos que fueron seleccionados del concurso;EL GATO NEGRO;CORRIENTES AV. 1669;CORRIENTES AV.;1669.0;SAN NICOLAS;1;2021-04-08;2021-04-08;Actividad;Concierto / Recital;Música;Público General;No;Gratuito;-58.39030719413977;-34.60420859622695;https://www.instagram.com/patrimonioba/?hl=es-la
Presencial;Ciclo de música en Bares Notables;Música en Bares Notables, ciclo de artísticos que fueron seleccionados del concurso;"BAR FEDERAL
";CALVO, CARLOS 599;CALVO, CARLOS;599.0;SAN TELMO;1;2021-04-09;2021-04-09;Actividad;Concierto / Recital;Música;Público General;No;Gratuito;-58.37414488258607;-34.6196194736861;
Presencial;Ciclo de música en Bares Notables;Música en Bares Notables, ciclo de artísticos que fueron seleccionados del concurso;BÁRBARO BAR;TRES SARGENTOS 415;TRES SARGENTOS;415.0;RETIRO;1;2021-04-10;2021-04-10;Actividad;Concierto / Recital;Música;Público General;No;Gratuito;-58.37319782276637;-34.59788732459138;
Presencial;Ciclo de música en Bares Notables;Música en Bares Notables, ciclo de artísticos que fueron seleccionados del concurso;OCHO ESQUINAS;FOREST AV. 1186;FOREST AV.;1186.0;CHACARITA;15;2021-04-15;2021-04-15;Actividad;Concierto / Recital;Música;Público General;No;Gratuito;-58.46013779314852;-34.57851730196196;
Presencial;Ciclo de música en Bares Notables;Música en Bares Notables, ciclo de artísticos que fueron seleccionados del concurso;BAR LA POESÍA;CHILE 502;CHILE;502.0;SAN TELMO;1;2021-04-16;2021-04-16;Actividad;Concierto / Recital;Música;Público General;No;Gratuito;-58.37326680120732;-34.61606151408061;
Presencial;Ciclo de música en Bares Notables;Música en Bares Notables, ciclo de artísticos que fueron seleccionados del concurso;ESQUINA HOMERO MANZI;SAN JUAN AV. 3601;SAN JUAN AV.;3601.0;BOEDO;5;2021-04-17;2021-04-17;Actividad;Concierto / Recital;Música;Público General;No;Gratuito;-58.41633720351945;-34.62538526986119;
Presencial;Ciclo de música en Bares Notables;Música en Bares Notables, ciclo de artísticos que fueron seleccionados del concurso;BAR DE CAO;INDEPENDENCIA AV. 2400;INDEPENDENCIA AV.;2400.0;SAN CRISTOBAL;3;2021-04-22;2021-04-22;Actividad;Concierto / Recital;Música;Público General;No;Gratuito;-58.39989797241483;-34.61867880633916;
Presencial;Ciclo de música en Bares Notables;Música en Bares Notables, ciclo de artísticos que fueron seleccionados del concurso;BAR IMPERIO;BELGRANO AV. 2502;BELGRANO AV.;2502.0;BALVANERA;3;2021-04-23;2021-04-23;Actividad;Concierto / Recital;Música;Público General;No;Gratuito;-58.40146570341997;-34.61451815170383;
Presencial;Ciclo de música en Bares Notables;Música en Bares Notables, ciclo de artísticos que fueron seleccionados del concurso;LA BIELA;QUINTANA, MANUEL, PRES. AV. 596;QUINTANA, MANUEL, PRES. AV;596.0;RECOLETA;2;2021-04-24;2021-04-24;Actividad;Concierto / Recital;Música;Público General;No;Gratuito;-58.39072332083687;-34.58786256280936;
Presencial;Ciclo de música en Bares Notables;Música en Bares Notables, ciclo de artísticos que fueron seleccionados del concurso;OCHO ESQUINAS;FOREST AV. 1186;FOREST AV.;1186.0;CHACARITA;15;2021-04-29;2021-04-29;Actividad;Concierto / Recital;Música;Público General;No;Gratuito;-58.46013779314852;-34.57851730196196;
Presencial;Ciclo de música en Bares Notables;Música en Bares Notables, ciclo de artísticos que fueron seleccionados del concurso;BÁRBARO BAR;TRES SARGENTOS 415;TRES SARGENTOS;415.0;RETIRO;1;2021-04-30;2021-04-30;Actividad;Concierto / Recital;Música;Público General;No;Gratuito;-58.37319782276637;-34.59788732459138;
Presencial;Contemporánexs;la Dirección General de Enseñanza Artística y del Centro Cultural 25 de Mayo presentan un ciclo de conciertos que tiene como propósito revisitar las tradiciones musicales desde una mirada actual. Habrá conciertos de jazz, tango y folklore, entre otras propuestas, a cargo de diferentes artistas que son parte de los Conservatorios Superiores de Música “Manuel de Falla” y “Ástor Piazzolla”.;CENTRO CULTURAL 25 DE MAYO;TRIUNVIRATO AV. 4444;TRIUNVIRATO AV.;4444.0;VILLA URQUIZA;12;2021-04-21;2021-04-21;Actividad;Concierto / Recital;Música;Público General;No;Pago;-58.48356778908853;-34.57617697949111;
Presencial;El club;Espacio de actividades culturales urbanas y deportivas con actividades de entrenamiento y partidos organizados por profes de educación física.;USINA DEL ARTE;CAFFARENA, AGUSTIN R. 1;CAFFARENA, AGUSTIN R.;1.0;BOCA;4;;;Actividad;Ciclo;Otros;Pre-adolescentes (8-12);0;Gratuito;-58.35610077291148;-34.62869184391887;17.00
Presencial;Libroteca;Un espacio de promoción de la lectura, generador de momentos de encuentro entre los niños y sus familias con los libros.;USINA DEL ARTE;CAFFARENA, AGUSTIN R. 1;CAFFARENA, AGUSTIN R.;1.0;BOCA;4;;;Actividad;Ciclo;Literatura, Libro y Lectura;Público General;0;Gratuito;-58.35610077291148;-34.62869184391887;17.00
Presencial;Taller de realización de sets tímbricos;Te invitamos a crear tu propio set tímbrico y a grabar sonidos y voces en familia.;USINA DEL ARTE;CAFFARENA, AGUSTIN R. 1;CAFFARENA, AGUSTIN R.;1.0;BOCA;4;;;Actividad;Ciclo;Música;Niños (4-7);0;Gratuito;-58.35610077291148;-34.62869184391887;17.00
Presencial;Taller de escenas lumínico sonoras;Tomando como referencia diferentes canciones y la obra de Gachi Hasper, ubicada en el bajo autopista frente a la Usina del Arte, creamos juntos escenas con luces y papeles.;USINA DEL ARTE;CAFFARENA, AGUSTIN R. 1;CAFFARENA, AGUSTIN R.;1.0;BOCA;4;;;Actividad;Ciclo;Música;Niños (4-7);0;Gratuito;-58.35610077291148;-34.62869184391887;17.00
Presencial;Trovadorxs del Taller de canciones;El taller de canciones despliega un puñado de canciones para armar, desarmar y jugar en un tono didáctico con aportes de la electrònica y la experimentación sonora.;USINA DEL ARTE;CAFFARENA, AGUSTIN R. 1;CAFFARENA, AGUSTIN R.;1.0;BOCA;4;;;Actividad;Concierto / Recital;Música;Niños (4-7);0;Gratuito;-58.35610077291148;-34.62869184391887;15.30
Presencial;Los libros esconden sonidos;Este sábado Marina Pinus te invita a descubrir nuevos libros y develar los secretos que esconden en sus páginas.;USINA DEL ARTE;CAFFARENA, AGUSTIN R. 1;CAFFARENA, AGUSTIN R.;1.0;BOCA;4;;;Actividad;Ciclo;Literatura, Libro y Lectura;Público General;0;Gratuito;-58.35610077291148;-34.62869184391887;16.30
Presencial;Escribiendo con ritmo;Jugar con las palabras, compartir ideas, escribir, rimar, rapear, improvisar, elevar el flow!!;USINA DEL ARTE;CAFFARENA, AGUSTIN R. 1;CAFFARENA, AGUSTIN R.;1.0;BOCA;4;;;Actividad;Ciclo;Música;Público General;0;Gratuito;-58.35610077291148;-34.62869184391887;17.00
Presencial;Baridi Baridi + Barda;Live set de encuentro de frecuencias y paisajes sonoros;USINA DEL ARTE;CAFFARENA, AGUSTIN R. 1;CAFFARENA, AGUSTIN R.;1.0;BOCA;4;;;Actividad;Ciclo;Música;Público General;0;Gratuito;-58.35610077291148;-34.62869184391887;19.00
Presencial;El club;Espacio de actividades culturales urbanas y deportivas con actividades de entrenamiento y partidos organizados por profes de educación física.;USINA DEL ARTE;CAFFARENA, AGUSTIN R. 1;CAFFARENA, AGUSTIN R.;1.0;BOCA;4;;;Actividad;Ciclo;Otros;Pre-adolescentes (8-12);0;Gratuito;-58.35610077291148;-34.62869184391887;17.00
Presencial;Libroteca;Un espacio de promoción de la lectura, generador de momentos de encuentro entre los niños y sus familias con los libros.;USINA DEL ARTE;CAFFARENA, AGUSTIN R. 1;CAFFARENA, AGUSTIN R.;1.0;BOCA;4;;;Actividad;Ciclo;Literatura, Libro y Lectura;Público General;0;Gratuito;-58.35610077291148;-34.62869184391887;17.00
Presencial;Taller: paisajes sonoros en la Usina;Captura de sonoridades de la Usina (voces, ruidos ambiente, música) con celular a través del desplazamiento por diferentes espacios. Posterior realización de dibujos experimentales a través de los sonidos capturados.;USINA DEL ARTE;CAFFARENA, AGUSTIN R. 1;CAFFARENA, AGUSTIN R.;1.0;BOCA;4;;;Actividad;Formación;Música;Niños (4-7);0;Gratuito;-58.35610077291148;-34.62869184391887;17.00
