grupo,culto,nombre_institucion,domicilio,barrio,cgpc,cp,lat,long
Cristianos,Presbiterianas,Iglesia Presbiteriana Central De Buenos Aires,Av. Castañares 1435 ,Parque Chacabuco,7.0,C1406IGA,-34.638041,-58.43843
Cristianos,Presbiterianas,Iglesia Evangélica Presbiteriana Coreana ,Senillosa 1769,Parque Chacabuco,7.0,C1424BPI,-34.636718,-58.425948
Cristianos,Presbiterianas, Iglesia Evangelica Presbiteriana De Los Coreanos En La Argentina - So Mang,Viel 1417,Parque Chacabuco,7.0,C1424BKC,-34.633468,-58.429375
Cristianos,Presbiterianas,Iglesia Presbiteriana Del Centenario,Avda. Angel Gallardo 543,Villa Crespo,15.0,C1405DJF,-34.605137,-58.438528
Cristianos,Presbiterianas,Iglesia Presbiteriana Sung Chong,Zañartu 1470,Parque Chacabuco,7.0,C1406IIB,-34.640328,-58.437431
Cristianos,Presbiterianas,Iglesia Presbiteriana Mui - Taiwanesa,Marcos Sastre 2875,Villa Del Parque,7.0,C1417FYE,-34.60318,-58.487735
Cristianos,Presbiterianas,Iglesia Presbiteriana Sung Kwan,Remedios Escalada De San Martin 2423 ,Villa Gral Mitre,11.0,,-34.612233,-58.472262
Cristianos,Unión de las Asambleas de Dios,Iglesia Llegar Alto,Guido 1952,Recoleta,-,,-34.588841,-58.391469
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios,Don Bosco 4165,Almagro,5.0,1206,-34.613689,-58.424063
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad- Centro Cristiano Jesús Es El Señor,Aristóbulo Del Valle 1476,Barracas,4.0,1285,-34.635978,-58.372548
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad- Rey De Reyes,Ciudad de la Paz 2330,Belgrano,13.0,1428,-34.560926,-58.459668
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad-,Avda. Rivadavia 4160,Almagro,5.0,1205,-34.613037,-58.424383
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad- Jesús Es La Esperanza,Necochea 1066,Boca,4.0,1158,-34.633637,-58.358144
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad- Evangélica Belén,Arengreen 1160,Caballito,6.0,1405,-34.613111,-58.448518
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad-cristo Es La Verdad,Olavarría 263,Boca,4.0,1162,-34.63539,-58.356591
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad- Cristo La Fe,Humberto Primo 1108,Constitucion,1.0,1103,-34.621003,-58.381789
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad- Del Dios Viviente,Barrio Rivadavia  Casa 118,Flores,7.0,1406,,
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad-  Nueva Vida,Hidalgo 353/57,Caballito,6.0,1405,-34.615318,-58.439255
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad- Casa De Dios Y Puerta Del Cielo,Gaona 2416,Flores,7.0,1416,-34.614535,-58.460918
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad- La Paz,Rivera Indarte 545/51,Flores,7.0,1406,-34.635673,-58.459599
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad-  Ministerio Dios Restaurará,Teodoro Garcia 3238,Colegiales,13.0,1426,-34.577901,-58.450764
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad- Jesús Es El Camino,Santiago Del Estero 1266,Constitucion,1.0,1136,-34.623087,-58.384405
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad- Principe De Paz,Bolivar 975,San Telmo,1.0,1066,-34.619318,-58.373012
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad- Centro Cristiano Nueva Vida,Agaces 280,Nueva Pompeya,4.0,1437,-34.642836,-58.415867
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad- El Poder Del Evangélio,Francisco De Viedma 6985,Liniers,9.0,4641,-34.63833,-58.527637
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad-  Jesús Es Paz,Larrazabal 531/35,Liniers,9.0,1408,-34.64461,-58.5108
Cristianos,Unión de las Asambleas de Dios,Unión De La  Asamblea De Dios,Avda. Cabildo 3241,Nuñez,13.0,1429,-34.552355,-58.465257
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad- Jesus Redentor,Gral.José G. De  Artigas 5461,Villa Pueyrredon,12.0,1419,,
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad-centro Evangélico De La Fe,Crisólogo Larralde 3746,Saavedra,12.0,1430,-34.555631,-58.480124
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad- Catedral De La Fé,Avda. Eva Perón 1042,Parque Chacabuco,7.0,1424,-34.629608,-58.440174
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad- Centro Familiar Catedral De Vida,Juramento 5321,Villa Urquiza,12.0,1431,-34.579621,-58.485193
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad- Dios Es Amor,Donado 2755,Villa Urquiza,12.0,1430,-34.566961,-58.480311
Cristianos,Unión de las Asambleas de Dios,Unión De Las  Asambleas De Dios -uad- Cristo La Roca,Caracas 4749,Villa Pueyrredon,12.0,1419,-34.581612,-58.495755
Cristianos,Cristianos de Rito Oriental,Iglesia San Nicolás,Av Int. Francisco Rabanal 1418,Nueva Pompeya,4.0,C1437FPO,-34.655613,-58.4185
Cristianos,Cristianos de Rito Oriental,Catedral De La Dormición De La Madre De Dios ,Julian  Alvarez 1030,Villa Crespo,15.0,1414,-34.596195,-58.429253
Cristianos,Cristianos de Rito Oriental,Iglesia Santa Cruz De Varak ,José Marti 1562,Flores,7.0,1406,-34.646981,-58.460289
Cristianos,Cristianos de Rito Oriental,Capilla Surp Boghos (san Pablo),Patrón 6373,Liniers,5.0,1408,-34.647432,-58.514779
Cristianos,Cristianos de Rito Oriental,Catedral San Jorge,Scalabrini Ortiz 1261,Palermo,14.0,1414,-34.593466,-58.428632
Cristianos,Cristianos de Rito Oriental,Iglesia Ortodoxa De Argentina  ,Armenia 2133,Palermo,14.0,1425,-34.586722,-58.423072
Cristianos,Cristianos de Rito Oriental,Catedral San Gregorio El Iluminador,Armenia 1359,Palermo,14.0,1414,-34.591831,-58.430832
Cristianos,Cristianos de Rito Oriental,Catedral Santa Virgen De Pokrova,Tarija 4063,Boedo,5.0,1253,-34.629535,-58.421677
Cristianos,Cristianos de Rito Oriental,Parroquia San Saba  ,Peru 1656 Pb,Barracas,4.0,C1141ACJ,,
Cristianos,Cristianos de Rito Oriental,Iglesia Ortodoxa Serbia En La Argentina,15 De Noviembre De 1889 1536,Constitucion,1.0,C1130ABJ,-34.631301,-58.387191
Cristianos,Cristianos de Rito Oriental,Catedral De La Anunciacion De La Santisima Virgen,Bulnes 1743,Palermo,14.0,1425,-34.591449,-58.414765
Cristianos,Cristianos de Rito Oriental,Catedral De La Santísima Trinidad,Brasil 315,San Telmo,1.0,1154,-34.625262,-58.370023
Cristianos,Cristianos de Rito Oriental,Iglesia Siriana Ortodoxa De Antioquia - Iglesia San Efrem,Tronador 1067,Villa Ortuzar,15.0,C1427CRU,-34.581028,-58.466111
Cristianos,Adventistas del 7º Día,Almagro,Av. Juan De Garay 4360,Boedo,5.0,C1256ABZ,-34.632383,-58.424895
Cristianos,Cristianos de Rito Oriental,Iglesia Ortodoxa Rusa De La Resurreccion De Ntro Señor (exilio En La Argentina),Nuñez 3541,Saavedra,12.0,C1430AMC,-34.55558,-58.477341
Cristianos,Adventistas del 7º Día,Coreana,Mariano Moreno 1132,Monserrat,1.0,C1091AAX,,
Cristianos,Adventistas del 7º Día,Del Centro,Mariano Moreno 1132,Monserrat,1.0,,,
Cristianos,Adventistas del 7º Día,Asociacion Bonaerense De La Iglesia Adventista Del Septimo Dia,Uriarte 2429,Palermo,14.0,C1425FNI,-34.581216,-58.423319
Cristianos,Adventistas del 7º Día,Boca,Arengreen 933,Caballito,6.0,C1405CYI,-34.611932,-58.445784
Cristianos,Adventistas del 7º Día,Belgrano,Av. Alvarez Thomas 2364,Villa Ortuzar,15.0,C1431FON,-34.57746,-58.474729
Cristianos,Adventistas del 7º Día,Bajo Flores,Curapaligüe 1651,Parque Chacabuco,7.0,C1406DBD,-34.640414,-58.444094
Cristianos,Adventistas del 7º Día,Del Centro,J. B. Alberdi 2710,Flores,1.0,C1406GSQ,-34.632617,-58.466012
Cristianos,Adventistas del 7º Día,Mataderos,Inocencio Pieres 1460,Mataderos,9.0,C1440CSN,,
Cristianos,Adventistas del 7º Día,Nuñez,José De Amenabar 3446,Nuñez,13.0,C1429AEL,,
Cristianos,Adventistas del 7º Día,Flores,Tomás Liberti 1123/5,La Boca,4.0,C1165AEC,-34.631592,-58.369477
Cristianos,Adventistas del 7º Día,Palermo,Uriarte 2435,Palermo,14.0,C1425FNI,-34.581216,-58.423319
Cristianos,Adventistas del 7º Día,Caballito,Drumond 2351,Mataderos,4.0,C1437DGE,-34.642164,-58.423458
Cristianos,Adventistas del 7º Día,Liniers,Lisandro De La Torre 41,Liniers,9.0,C1408GTA,-34.639384,-58.521273
Cristianos,Adventistas del 7º Día,Parque Avellaneda (comunidad De Peruanos Y Bolivianos),Saravia 2211,Parque Avellaneda,9.0,C1439FKE,-34.657531,-58.477972
Cristianos,Adventistas del 7º Día,Villa Crespo-comunidad Hebrea Bet Bnei Tzion,Frias 275,Villa Devoto,15.0,C1414DNF,-34.602542,-58.43478
Cristianos,Adventistas del 7º Día,Parque Patricios,Gregorio Pomar 3645,Nueva Pompeya,4.0,C1437JFE,-34.640117,-58.414843
Cristianos,Adventistas del 7º Día,Villa Urquiza,Nuñez 5076,Villa Urquiza,12.0,C1431ANH,-34.562972,-58.491565
Cristianos,Adventistas del 7º Día,Villa Lugano,Larrazábal 3807,Villa Lugano,8.0,C1439EDA,-34.674961,-58.474091
Cristianos,Iglesia Nueva Apostólica,Iglesia Palermo,Araoz 1841,Palermo,14.0,,-34.590133,-58.422047
Cristianos,Iglesia Nueva Apostólica,Iglesia Central,Av. Caseros 682/96,Barracas,4.0,,-34.626911,-58.37439
Cristianos,Adventistas del 7º Día,Villa Devoto,Calderón De La Barca 2856,Villa Devoto,11.0,C1417CIV,-34.615579,-58.5203
Cristianos,Iglesia Nueva Apostólica,Administracion Central,Santiago Del Estero 1568,Constitucion,1.0,C1136ABH,-34.626611,-58.384319
Cristianos,Iglesia Nueva Apostólica,Iglesia Belgrano,Manuel Ugarte 1655,Belgrano,13.0,,-34.552334,-58.454235
Cristianos,Adventistas del 7º Día,Villa Soldati,San Pedrito 2886,Villa Soldati,8.0,C1437BPP,-34.659243,-58.440695
Cristianos,Iglesia Nueva Apostólica,Iglesia Constitucion,Pasco 735,Balvanera,3.0,,-34.617786,-58.397632
Cristianos,Iglesia Nueva Apostólica,Iglesia Chacarita,Jorge Newbery 4842/4,Chacarita,15.0,,-34.595782,-58.458225
Cristianos,Iglesia Nueva Apostólica,Iglesia Boedo,Carlos Calvo 3829/33,Boedo,5.0,,-34.624569,-58.419546
Cristianos,Iglesia Nueva Apostólica,Iglesia Villa Urquiza,Pacheco 3138,Villa Urquiza,12.0,,-34.567165,-58.488995
Cristianos,Iglesia Nueva Apostólica,Iglesia Flores,José Martí 151,Flores,7.0,,-34.633428,-58.471549
Cristianos,Iglesia Nueva Apostólica,Iglesia Mataderos,Araujo 1552,Mataderos,9.0,,-34.651882,-58.491187
Cristianos,Iglesia Nueva Apostólica,Iglesia La Boca,Irala 849,La Boca,4.0,,-34.636532,-58.366768
Cristianos,Iglesia Nueva Apostólica,Iglesia Parque Patricios,Quilmes 336,Nueva Pompeya,4.0,,-34.643441,-58.41748
Cristianos,Iglesia Nueva Apostólica,Iglesia Villa Lugano,Fonrouge 3459,Villa Lugano,8.0,,-34.669572,-58.47684
Cristianos,Iglesia Nueva Apostólica,Iglesia Pompeya,Centenera 2215/7,Parque Chacabuco,7.0,,-34.644482,-58.432218
Cristianos,Iglesia Nueva Apostólica,Iglesia Parque Chacabuco,Avelino Diaz 1275,Parque Chacabuco,7.0,,-34.636872,-58.437792
Cristianos,Iglesia Universal del Reino de Dios,Templo Microcentro,Lavalle 940,San Nicolás,1.0,,-34.602525,-58.380162
Cristianos,Iglesia Nueva Apostólica,Iglesia Paternal,Juan Agustín Garcia 2656,Villa General Mitre,11.0,,-34.608855,-58.479165
Cristianos,Iglesia Universal del Reino de Dios,Templo Pompeya,Av. Sáenz 864 ,Nueva Pompeya,4.0,,-34.650323,-58.416239
Cristianos,Iglesia Nueva Apostólica,Iglesia Villa Pueyrredon,Cochrane 2873,Villa Pueyrredon,12.0,,-34.579592,-58.507664
Cristianos,Iglesia Nueva Apostólica,Iglesia Villa Modelo,Pedro Moran 2246,Agronomia,15.0,,-34.588281,-58.488951
Cristianos,Iglesia Nueva Apostólica,Iglesia Villa Real,José Pedro Varela 5381/3,Villa Real,10.0,,-34.616162,-58.523917
Cristianos,Iglesia Nueva Apostólica,Iglesia Saavedra,Conde 3733,Saavedra,12.0,,-34.552377,-58.477977
Cristianos,Iglesia Universal del Reino de Dios,Templo Parque Patricios,La Rioja 2054 ,Parque Patricios,4.0,,-34.635393,-58.405757
Cristianos,Iglesia Universal del Reino de Dios,Templo Once,Av. Rivadavia 3060,Balvanera,3.0,,-34.610467,-58.409621
Cristianos,Iglesia Universal del Reino de Dios,Templo Primera Junta,Del Barco Centenera 193,Caballito,6.0,,-34.621822,-58.441018
Cristianos,Iglesia Universal del Reino de Dios,Templo Palermo,Av. Santa Fe 4445,Palermo,14.0,,-34.579372,-58.423735
Cristianos,Iglesia Universal del Reino de Dios,Templo Villa Devoto,Av. Francisco Beiro 5619,Villa Real,10.0,,-34.616628,-58.528621
Cristianos,Iglesia Universal del Reino de Dios,Templo Liniers,Av. Rivadavia 11262,Liniers,9.0,,-34.638987,-58.52315
Cristianos,Iglesia Universal del Reino de Dios,Sede Cental,Av. Corrientes 4070,Almagro,5.0,,-34.603129,-58.422246
Cristianos,Iglesia Universal del Reino de Dios,Templo Flores,Av. Rivadavia 7258,Flores,7.0,,-34.63033,-58.467703
Cristianos,Iglesia Universal del Reino de Dios,Templo Chacarita,Av. Corrientes 6739,Chacarita,15.0,,-34.587678,-58.453123
Cristianos,Iglesia Universal del Reino de Dios,Templo Villa Urquiza,Monroe 4075,Villa Urquiza,12.0,,-34.568192,-58.476076
Budistas,Budistas,Asociacióm Budista Ibps Argentina - Monasterio Fo Guang Shan,Av. Cramer 1733,Belgrano,14.0,,-34.56824,-58.45815
Budistas,Budistas,Templo Kagyu Tekcen Chöling (tibetanos) Centro De Estudios,Avda. Melian 2171,Belgrano,14.0,,-34.567937,-58.468403
Budistas,Budistas,Hermita de Paja,Estomba 1416 ,V. Ortuzar,15.0,,-34.577450,-58.465364
Budistas,Budistas,Asociación Religiosa Soka Gakkai Internacional De La Argentina,Juramento 4321,Villa Urquiza,14.0,,-34.573064,-58.475433
Budistas,Budistas,Asociación Budista Argentina - Hompa Honganji,Sarandi 949,San Cristobal,10.0,,-34.62008,-58.394548
Budistas,Budistas,Centro Zen Budista Coreano Koryosa,Av. Carabobo 1057 ,Flores,7.0,,-34.637961,-58.450969
Escuela Científico Basilio,Escuela Científico Basilio,Escuela Número 38,Bolivar 1525,San Telmo,1.0,,-34.625822,-58.372661
Budistas,Budistas,Nichiren Shoshu,Av. Carabobo 255,Flores,7.0,,-34.630058,-58.455196
Budistas,Budistas,Hanmaum Seon Center,Miró 1575,Pque Cahacabuco,7.0,,-34.639095,-58.443487
Escuela Científico Basilio,Escuela Científico Basilio,Escuela Número 4,Quirno 642,Flores,7.0,C1406EZN,-34.638937,-58.467665
Escuela Científico Basilio,Escuela Científico Basilio,Sede  Mundial Central,Avda. Rivadavia 4260/64,Almagro,5.0,C1205AAP,-34.613623,-58.425704
Escuela Científico Basilio,Escuela Científico Basilio,Escuela Número 30,Achega 3475,Villa Urquiza,12.0,C1431ETK,-34.56935,-58.503843
Escuela Científico Basilio,Escuela Científico Basilio,Escuela Numero 26,Olazabal 3130,Belgrano,13.0,C1428CTK,-34.564384,-58.465326
Escuela Científico Basilio,Escuela Científico Basilio,Escuela Numero 23,Avda. Juan B. Justo 4226,Caballito,6.0,,-34.606198,-58.460771
Escuela Científico Basilio,Escuela Científico Basilio,Escuela Numero 208,Avda. San Juan 1763/65,Constitucion,1.0,C1148AAF,,
Escuela Científico Basilio,Escuela Científico Basilio,Escuela Número 18,General Urquiza 1053,San Cristobal,3.0,C1221ADK,-34.622993,-58.409099
Escuela Científico Basilio,Escuela Científico Basilio,Escuela Número 31,Ferré  6528,Villa Riachuelo,8.0,C1439DRJ,-34.694133,-58.467225
Escuela Científico Basilio,Escuela Científico Basilio,Escuela Numero 3,Vidal 4664,Saavedra,12.0,C1429AIJ,-34.541993,-58.476742
Escuela Científico Basilio,Escuela Científico Basilio,,Rawson 53,Almagro,5.0,,-34.612374,-58.425355
Escuela Científico Basilio,Escuela Científico Basilio,Escuela Número 45,Arévalo 1351,Palermo,14.0,C1414CQA,-34.584254,-58.444074
Escuela Científico Basilio,Escuela Científico Basilio,Escuela Número 48,Gaspar M. De Jovellanos   1149,Barracas,4.0,C1269ACE,-34.642872,-58.371576
Escuela Científico Basilio,Escuela Científico Basilio,Escuela Número 57,Alcaraz 4436,Monte Castro,10.0,C1407GIF,-34.618456,-58.500687
Escuela Científico Basilio,Escuela Científico Basilio,Escuela Número 49,Cosquin  74,Liniers,5.0,C1408GIB,-34.639776,-58.523591
Escuela Científico Basilio,Escuela Científico Basilio,Escuela Número 209,Avda. Francisco Beiro 2965/67,Agronomia,15.0,C1419HYD,-34.5954,-58.495006
Escuela Científico Basilio,Escuela Científico Basilio,Escuela Número 125,Avda. Saenz 175/77,Nueva Pompeya,4.0,C1437DNB,-34.64119,-58.416202
Escuela Científico Basilio,Escuela Científico Basilio,Escuela Número 68,Avda. Córdoba 2326/30,Recoleta,2.0,C1120AAS,-34.599662,-58.400284
Escuela Científico Basilio,Escuela Científico Basilio,Escuela Número 349,Moscu 5325,Pque Chas,15.0,,-34.588107,-58.482297
Escuela Científico Basilio,Escuela Científico Basilio,Filial Número 28,Saladillo 3450,Villa Lugano,8.0,C1439HKD,-34.674609,-58.499105
Escuela Científico Basilio,Escuela Científico Basilio,Escuela Número 51,Oliden 4073,Villa Lugano,8.0,C1439FNY,-34.675283,-58.47587
Africanistas,Africanistas,Centro Espirita De Religion Africana Ogun-iansa,Echeandia 2810,Flores,7.0,1406,-34.643174,-58.458793
Africanistas,Africanistas,Templo Ile Omí Axe,Ameghino  529,Pque Avellaneda,9.0,,-34.642057,-58.488355
Africanistas,Africanistas,Soc. Religiosa Abaxe Ogun Oxum,Ameghino  646,Pque Avellaneda,9.0,,-34.643001,-58.487036
Africanistas,Africanistas,Reino de Iemanjá Bomí,Moreto 521,Pque Avellaneda,9.0,,-34.642398,-58.489376
Africanistas,Africanistas,Ile De Ogun Mege,Blanes 347,Boca,4.0,C1155ACG,-34.630412,-58.361822
Africanistas,Africanistas,Centro Esp. Umbanda Caboclo 7 Flechas,Cosquin  5607,V. Riachuelo,8.0,,-34.693334,-58.466121
Africanistas,Africanistas,Centro espiritista Oxala-Iemanya,Fraga 1251,V. Ortuzar,15.0,,-34.582893,-58.461230
Africanistas,Africanistas,"Centro De Religion Africano, Reino De Xango-oxum",Garcia Del Rio 3010,Saavedra,12.0,1429,-34.549899,-58.47522
Africanistas,Africanistas,Ile la Oloxum Pandá,Araujo 917,Mataderos,9.0,,-34.646364,-58.498484
Africanistas,Africanistas,Unión Umbanda Pai Ogum,Olivieri 262,Vélez Sarsfield,10.0,,-34.633236,-58.491880
Africanistas,Africanistas,Soc. Relig. Africana Lunda Kioko,Cervantes 11,Villa Luro,10.0,,-34.636578,-58.495110
Testigos de Jehová,Testigos de Jehová,Salón Del Reino ,Magallanes 1480                 ,Barracas,4.0,,-34.64141,-58.371435
Testigos de Jehová,Testigos de Jehová,"Salón Del Reino (español, Guaraní Y Coreano)",Río De Janeiro 735              ,Almagro,5.0,,-34.606763,-58.430568
Hinduistas,Hinduistas,ASOCIACIÓN INTERNACIONAL PARA LA CONCIENCIA DE KRISHNA,Ciudad de la Paz 394,Palermo,14.0,,-34.573953,-58.442281
Hinduistas,Hinduistas,Sri  Sathya Sai  Baba De Buenos Aires,Uriarte 1934/36,Palermo,14.0,C1414DAX,-34.585041,-58.428543
Testigos de Jehová,Testigos de Jehová,Salón Del Reino ,Cramer 2880                     ,Belgrano,13.0,,-34.558209,-58.466989
Testigos de Jehová,Testigos de Jehová,Salón Del Reino ,José Mármol 1676,Boedo,5.0,,-34.6344,-58.422229
Testigos de Jehová,Testigos de Jehová,Salón Del Reino ,Ecuador 375                     ,Balvanera,3.0,,-34.605757,-58.408338
Testigos de Jehová,Testigos de Jehová,Salón Del Reino (español Y Guaraní),Alte. Seguí 1227                ,Caballito,6.0,,-34.611488,-58.458075
Testigos de Jehová,Testigos de Jehová,Salón Del Reino ,Martiniano Chilavert 1681,Nueva Pompeya,4.0,,-34.646536,-58.429498
Testigos de Jehová,Testigos de Jehová,Salón Del Reino (español Y Quechua),Humberto Primero 853,Constitucion,1.0,,-34.62084,-58.378023
Testigos de Jehová,Testigos de Jehová,Salón Del Reino (español Y Quechua),Avelino Díaz 2469/71,Flores,7.0,,-34.643934,-58.451123
Testigos de Jehová,Testigos de Jehová,Salón Del Reino ,Maure 2973                      ,Colegiales,13.0,,-34.576411,-58.446534
Testigos de Jehová,Testigos de Jehová,Salón Del Reino (español Y Coreano),Carhué 3062,Mataderos,9.0,,-34.669863,-58.49924
Testigos de Jehová,Testigos de Jehová,Salón Del Reino ,José Bonifacio 355              ,Caballito,6.0,,-34.626405,-58.432009
Testigos de Jehová,Testigos de Jehová,Salón Del Reino ,Martiniano Leguizamón 243       ,Liniers,9.0,,-34.641944,-58.519406
Testigos de Jehová,Testigos de Jehová,Salón Del Reino (español Y Frances),Pedro Chutro 2964               ,Parque Patricios,4.0,,-34.641978,-58.404012
Testigos de Jehová,Testigos de Jehová,Salón Del Reino ,Armenia 1256,Palermo,14.0,,-34.592457,-58.431965
Testigos de Jehová,Testigos de Jehová,Salón del Reino,Mozart 1247,Parque Avellaneda,9.0,,-34.649610,-58.482300
Testigos de Jehová,Testigos de Jehová,Salón Del Reino ,Marcos Sastre 3563,Villa Del Parque,11.0,,-34.60769,-58.495492
Testigos de Jehová,Testigos de Jehová,"Salón Del Reino (español, Ingles, Chino Y Lenguaje De Señas",Bermúdez 975                    ,Velez Sarsfield,10.0,,-34.628312,-58.497829
Testigos de Jehová,Testigos de Jehová,Salón Del Reino ,Cortina 2185  Pb: 1,Villa Real,10.0,,,
Testigos de Jehová,Testigos de Jehová,Salón Del Reino (español Y Ruso),Cañada De Gómez 4745            ,Villa Riachuelo,8.0,,-34.684848,-58.475657
Testigos de Jehová,Testigos de Jehová,Salón Del Reino (español Y Coreano),Griveo 3390                     ,Villa Devoto,11.0,,-34.588563,-58.510147
Testigos de Jehová,Testigos de Jehová,Salón Del Reino ,Terrero 1893,Villa Gral Mitre,11.0,,-34.60724,-58.467147
Espírita,Espírita,Asociación Espirita Víctor Hugo,Espinosa 623,Caballito,6.0,,-34.615545,-58.449256
Testigos de Jehová,Testigos de Jehová,Salón Del Reino ,Lafuente 2750                   ,Villa Soldati,8.0,,-34.659173,-58.443197
Espírita,Espírita,Asociación Aurora de Bs As ,A. de Figueroa 267/9,Almagro,5.0,,,
Testigos de Jehová,Testigos de Jehová,Salón Del Reino ,Roosevelt 5702                  ,Villa Urquiza,12.0,,-34.57745,-58.493876
Espírita,Espírita,Confederación Espiritista Argentina,Sánchez de Bustamante 463,Almagro,5.0,,-34.604487,-58.414571
Testigos de Jehová,Testigos de Jehová,Salón Del Reino (español Y Portugues),Av. Sebastián Elcano y Roseti,Chacarita,15.0,,-34.581312,-58.460452
Espírita,Espírita,Sociedad Espitista Joaquín Mora,Cervantes 1708,Monte Castro,10.0,,-34.623535,-58.507041
Espírita,Espírita,Asociación Espiritista del Maestro,Av. Varela 669,Flores,7.0,,-34.637281,-58.461092
Espírita,Espírita,Asociación Espiritista Luz y Vida,San Ignacio 3666,Boedo,5.0,,-34.623481,-58.417335
Espírita,Espírita,Sociedad Espiritista Hacia la Perfeccion,Zelarrayan 1381,Pque Chacabuco,7.0,,-34.641120,-58.434843
Espírita,Espírita,Centro Espiritual Amor y Ciencia,White 716,Pque Avellaneda,8.0,,-34.644174,-58.491322
Espírita,Espírita,Asociación Espirita Amor y Caridad,Zañartú 626 ,Pque Chacabuco,7.0,,-34.638652,-58.427041
Espírita,Espírita,Asociación taller de los Humildes,Zado  3553,V. Urquiza,12.0,,-34.569983,-58.504802
Espírita,Espírita,Asoc. De Estudiso Psiquicos Leon Denis,Nazarre 5936,Villa Real,10.0,,-34.623470,-58.525496
Espírita,Espírita,Fundación Cristiana Alas Blancas,Pedro Lozano 4671,V. del Parque,11.0,,-34.611458,-58.512000
Espírita,Espírita,Sociedad Espiritista Felix Arrigoni,Humbolt 842,V. Crespo,15.0,,,
Espírita,Espírita,Sociedad Espiritista El Progreso,Nahuel Huapi 5857,V. Urquiza,12.0,,-34.576307,-58.498186
Espírita,Espírita,Sociedad Espiríta Luz de Porvenir,Monroe 4884,V. Urquiza,12.0,,-34.572920,-58.483800
Espírita,Espírita,Asociación Espirita La Fraternidad,Donado 1124,V. Ortuzar,15.0,,-34.582189,-58.470915
Otros,Legión de la Buena Voluntad,Leguión de la Buena Voluntad Argentina,Av. Boedo 1942,Boedo,5.0,,-34.636531,-58.416100
Otros,Culto Cristiano Irma de Maresco,Culto Cristiano Irma de Maresco,Joaquín V. González 3075,V. del parque,11.0,,-34.605454,-58.503346
Otros,Religión Cristiana Argentina,Templo de Dios por la Madre María,Av. Gral paz 13444,Mataderos,9.0,,-34.668719,-58.508530
Otros,Religión Cristiana Argentina,Misdion Cristiana de Dios por la Madre María,Caracas 1554,Villa Mitre,11.0,,-34.612973,-58.469763
Otros,Religión Cristiana Argentina,,Bogota 968,Caballito,6.0,,-34.618271,-58.444992
Otros,Subud,Asociación Subud Argentina,Bogado 4446,Almagro,5.0,,-34.605108,-58.428087
Otros,La Obra Cristiana para la Nueva Era,La Obra Cristiana para la Nueva Era,Av. Carabobo 836,Pque. Chacabuco,7.0,,-34.635954,-58.452079
Otros,Institución Religiosa Perfecta Libertad,Sede Central,Hipólito Yrigoyen 2532,Balvanera,3.0,,-34.611075,-58.402266
Otros,Institución Religiosa Perfecta Libertad,Centro Liniers,Montiel 242,Liniers,9.0,,-34.642122,-58.526181
Otros,Institución Religiosa Perfecta Libertad,Sede Belgrano,Monroe 4136,V. Urquiza,12.0,,-34.568703,-58.476668
Otros,Institución Religiosa Perfecta Libertad,Sede Palermo,Silvio Ruggieri 2818,Palermo,14.0,,-34.581480,-58.407660
Otros,Seicho No Ie de la Argentina,Seicho No Ie de la Argentina,Darregueyra 2240,Palermo,14.0,,-34.582581,-58.426081
Otros,Bahá'Í,Comunidad Bahá'Í de Argentina,Otamendi 215,Caballito,6.0,,-34.613983,-58.432405
Otros,Tooho no Hikari,Tooho no Hikari,Avda. Federico Lacroze 2025,Palermo,14.0,,-34.566674,-58.441794
